loss,grad_norm,learning_rate,epoch,step,eval_loss,eval_runtime,eval_samples_per_second,eval_steps_per_second,train_runtime,train_samples_per_second,train_steps_per_second,total_flos,train_loss
1.5561548233032227,3.3056108951568604,6.985294117647059e-06,0.0018413380389749885,20,,,,,,,,,
1.2360206604003907,1.6970492601394653,1.4338235294117647e-05,0.003682676077949977,40,,,,,,,,,
0.7963365077972412,0.9583630561828613,2.1691176470588237e-05,0.005524014116924965,60,,,,,,,,,
0.5036083698272705,0.6955199241638184,2.9044117647058828e-05,0.007365352155899954,80,,,,,,,,,
0.35157194137573244,1.2717092037200928,3.639705882352941e-05,0.009206690194874943,100,,,,,,,,,
0.2747517108917236,0.8982951641082764,4.375e-05,0.01104802823384993,120,,,,,,,,,
0.21417534351348877,0.8725276589393616,5.110294117647059e-05,0.01288936627282492,140,,,,,,,,,
0.18454749584198,0.6639242172241211,5.845588235294118e-05,0.014730704311799908,160,,,,,,,,,
0.15563384294509888,1.1173818111419678,6.580882352941177e-05,0.016572042350774897,180,,,,,,,,,
0.14080517292022704,1.6139545440673828,7.316176470588236e-05,0.018413380389749885,200,,,,,,,,,
,,,0.018413380389749885,200,0.20094621181488037,12.0646,41.444,5.222,,,,,
0.12964861392974852,1.0852125883102417,8.051470588235294e-05,0.020254718428724873,220,,,,,,,,,
0.11476218700408936,0.8398008942604065,8.786764705882353e-05,0.02209605646769986,240,,,,,,,,,
0.11035679578781128,0.9689271450042725,9.522058823529412e-05,0.023937394506674852,260,,,,,,,,,
0.10012248754501343,0.6216270923614502,0.00010257352941176471,0.02577873254564984,280,,,,,,,,,
0.09535622000694274,1.0738285779953003,0.00010992647058823531,0.027620070584624828,300,,,,,,,,,
0.09548559188842773,1.086293339729309,0.0001172794117647059,0.029461408623599816,320,,,,,,,,,
0.08486984968185425,0.8309889435768127,0.00012463235294117648,0.03130274666257481,340,,,,,,,,,
0.08821454048156738,0.7347738742828369,0.00013198529411764706,0.033144084701549795,360,,,,,,,,,
0.0803783655166626,0.6956772208213806,0.00013933823529411766,0.03498542274052478,380,,,,,,,,,
0.07538952231407166,1.5302355289459229,0.00014669117647058823,0.03682676077949977,400,,,,,,,,,
,,,0.03682676077949977,400,0.1514115035533905,8.5602,58.41,7.36,,,,,
0.07548484206199646,0.6463819146156311,0.00015404411764705883,0.03866809881847476,420,,,,,,,,,
0.06899744868278504,0.5090585350990295,0.00016139705882352943,0.040509436857449746,440,,,,,,,,,
0.07181914448738098,0.5124356746673584,0.00016875,0.042350774896424734,460,,,,,,,,,
0.0684264361858368,0.4418019950389862,0.00017610294117647058,0.04419211293539972,480,,,,,,,,,
0.0625207781791687,0.9432905316352844,0.00018345588235294118,0.04603345097437471,500,,,,,,,,,
0.06788864731788635,0.49735361337661743,0.00019080882352941179,0.047874789013349704,520,,,,,,,,,
0.060380327701568606,0.5385786294937134,0.00019816176470588236,0.04971612705232469,540,,,,,,,,,
0.06316776275634765,0.5345507264137268,0.00019999895705725867,0.05155746509129968,560,,,,,,,,,
0.0571613609790802,0.3895510137081146,0.00019999432180005332,0.05339880313027467,580,,,,,,,,,
0.053815913200378415,0.5463437438011169,0.0001999859785175643,0.055240141169249656,600,,,,,,,,,
,,,0.055240141169249656,600,0.12771710753440857,8.2419,60.665,7.644,,,,,
0.055690151453018186,0.4364311695098877,0.00019997392751918032,0.05708147920822464,620,,,,,,,,,
0.053825825452804565,0.38762399554252625,0.0001999581692517807,0.05892281724719963,640,,,,,,,,,
0.05466490983963013,0.4798603355884552,0.00019993870429971922,0.06076415528617462,660,,,,,,,,,
0.0523928165435791,0.3496825098991394,0.0001999155333848022,0.06260549332514961,680,,,,,,,,,
0.04852477610111237,0.6041221022605896,0.0001998886573662618,0.0644468313641246,700,,,,,,,,,
0.05115416646003723,0.4027615189552307,0.0001998580772407242,0.06628816940309959,720,,,,,,,,,
0.049882572889328,0.28670260310173035,0.00019982379414217256,0.06812950744207458,740,,,,,,,,,
0.04896533787250519,0.3295229375362396,0.00019978580934190503,0.06997084548104957,760,,,,,,,,,
0.048567730188369754,0.3452798128128052,0.0001997441242484876,0.07181218352002455,780,,,,,,,,,
0.04483616054058075,0.7042087912559509,0.00019969874040770184,0.07365352155899954,800,,,,,,,,,
,,,0.07365352155899954,800,0.15621429681777954,8.0346,62.231,7.841,,,,,
0.047766965627670285,0.28568944334983826,0.00019964965950248757,0.07549485959797453,820,,,,,,,,,
0.04437640905380249,0.28457188606262207,0.00019959688335288055,0.07733619763694952,840,,,,,,,,,
0.04641373753547669,0.3004269301891327,0.00019954041391594487,0.0791775356759245,860,,,,,,,,,
0.04482508897781372,0.2903105318546295,0.00019948025328570042,0.08101887371489949,880,,,,,,,,,
0.043338927626609805,0.5769826173782349,0.00019941640369304525,0.08286021175387448,900,,,,,,,,,
0.04568192064762115,0.2431195080280304,0.00019934886750567286,0.08470154979284947,920,,,,,,,,,
0.04353983402252197,0.26237761974334717,0.00019927764722798435,0.08654288783182446,940,,,,,,,,,
0.04322117567062378,0.26444289088249207,0.00019920274550099562,0.08838422587079944,960,,,,,,,,,
0.041443681716918944,0.26109597086906433,0.0001991241651022393,0.09022556390977443,980,,,,,,,,,
0.03900189399719238,0.49283647537231445,0.00019904190894566194,0.09206690194874942,1000,,,,,,,,,
,,,0.09206690194874942,1000,0.1425473392009735,8.4463,59.198,7.459,,,,,
0.04188844263553619,0.23587140440940857,0.00019895598008151576,0.0939082399877244,1020,,,,,,,,,
0.03990315794944763,0.2422671616077423,0.0001988663816962458,0.09574957802669941,1040,,,,,,,,,
0.04019274711608887,0.21957843005657196,0.00019877311711237147,0.0975909160656744,1060,,,,,,,,,
0.039620399475097656,0.29254159331321716,0.00019867618978836347,0.09943225410464938,1080,,,,,,,,,
0.038344761729240416,0.5416164398193359,0.00019857560331851555,0.10127359214362437,1100,,,,,,,,,
0.04208974838256836,0.23621512949466705,0.0001984713614328113,0.10311493018259936,1120,,,,,,,,,
0.03821650743484497,0.2273830622434616,0.00019836346799678568,0.10495626822157435,1140,,,,,,,,,
0.03851155638694763,0.23966005444526672,0.0001982519270113817,0.10679760626054934,1160,,,,,,,,,
0.037415945529937746,0.2482548952102661,0.00019813674261280224,0.10863894429952432,1180,,,,,,,,,
0.03581109046936035,0.3916718065738678,0.00019801791907235637,0.11048028233849931,1200,,,,,,,,,
,,,0.11048028233849931,1200,0.11340664327144623,8.5422,58.533,7.375,,,,,
0.03956034481525421,0.20579461753368378,0.00019789546079630133,0.1123216203774743,1220,,,,,,,,,
0.03564164638519287,0.24182656407356262,0.00019776937232567868,0.11416295841644929,1240,,,,,,,,,
0.03714749813079834,0.21385657787322998,0.0001976396583361464,0.11600429645542427,1260,,,,,,,,,
0.03566157817840576,0.27469271421432495,0.00019750632363780505,0.11784563449439926,1280,,,,,,,,,
0.034700483083724976,0.4186882972717285,0.00019736937317501972,0.11968697253337425,1300,,,,,,,,,
0.037408259510993955,0.21264305710792542,0.00019722881202623662,0.12152831057234924,1320,,,,,,,,,
0.03530815243721008,0.225337952375412,0.0001970846454037946,0.12336964861132423,1340,,,,,,,,,
0.036599966883659366,0.20259897410869598,0.00019693687865373206,0.12521098665029923,1360,,,,,,,,,
0.034952312707901,0.2026612013578415,0.0001967855172555886,0.12705232468927422,1380,,,,,,,,,
0.033367758989334105,0.3399137258529663,0.00019663056682220174,0.1288936627282492,1400,,,,,,,,,
,,,0.1288936627282492,1400,0.13404858112335205,7.6511,65.35,8.234,,,,,
0.03566146492958069,0.208748459815979,0.00019647203309949913,0.1307350007672242,1420,,,,,,,,,
0.03396243751049042,0.2074032574892044,0.00019630992196628504,0.13257633880619918,1440,,,,,,,,,
0.03501590490341187,0.17902004718780518,0.00019614423943402261,0.13441767684517417,1460,,,,,,,,,
0.03443212509155273,0.18904322385787964,0.00019597499164661093,0.13625901488414915,1480,,,,,,,,,
0.033928364515304565,0.38795673847198486,0.00019580218488015705,0.13810035292312414,1500,,,,,,,,,
0.03479700982570648,0.20995979011058807,0.00019562582554274348,0.13994169096209913,1520,,,,,,,,,
0.03318542242050171,0.1852901726961136,0.0001954459201741904,0.14178302900107412,1540,,,,,,,,,
0.035770300030708316,0.203345388174057,0.00019526247544581312,0.1436243670400491,1560,,,,,,,,,
0.0337345689535141,0.20299549400806427,0.00019507549816017485,0.1454657050790241,1580,,,,,,,,,
0.03244459629058838,0.359036922454834,0.00019488499525083431,0.14730704311799908,1600,,,,,,,,,
,,,0.14730704311799908,1600,0.13094885647296906,8.2512,60.597,7.635,,,,,
0.03412139415740967,0.18944428861141205,0.00019469097378208865,0.14914838115697407,1620,,,,,,,,,
0.03317693173885346,0.21339894831180573,0.00019449344094871153,0.15098971919594906,1640,,,,,,,,,
0.03404067754745484,0.1893884390592575,0.0001942924040756863,0.15283105723492404,1660,,,,,,,,,
0.03347273468971253,0.18336564302444458,0.00019408787061793437,0.15467239527389903,1680,,,,,,,,,
0.0324226051568985,0.415463387966156,0.00019387984816003867,0.15651373331287402,1700,,,,,,,,,
0.03299247026443482,0.16162985563278198,0.00019366834441596255,0.158355071351849,1720,,,,,,,,,
0.031067469716072084,0.26414453983306885,0.00019345336722876373,0.160196409390824,1740,,,,,,,,,
0.03361697793006897,0.16330353915691376,0.00019323492457030327,0.16203774742979898,1760,,,,,,,,,
0.03200510740280151,0.1807572841644287,0.00019301302454095013,0.16387908546877397,1780,,,,,,,,,
0.03169565498828888,0.2859867811203003,0.00019278767536928072,0.16572042350774896,1800,,,,,,,,,
,,,0.16572042350774896,1800,0.13538654148578644,8.0039,62.469,7.871,,,,,
0.03342603147029877,0.16267290711402893,0.00019255888541177388,0.16756176154672395,1820,,,,,,,,,
0.030746254324913024,0.20300304889678955,0.00019232666315250078,0.16940309958569894,1840,,,,,,,,,
0.032175689935684204,0.1707039773464203,0.00019209101720281044,0.17124443762467392,1860,,,,,,,,,
0.03164160549640656,0.17267148196697235,0.00019185195630101048,0.1730857756636489,1880,,,,,,,,,
